model_name,task_type,sample_id,expected,returned,correct,reasoning_time,inferences
process_71.bpmn,legality,572,False,False,True,0.013,115125
process_71.bpmn,conformance,573,True,True,True,0.002,29981
process_71.bpmn,conformance,574,False,False,True,0.003,59505
process_71.bpmn,conformance,575,True,True,True,0.062,2241413
process_71.bpmn,conformance,576,False,False,True,0.003,59727
process_72.bpmn,legality,585,True,True,True,0.013,115405
process_72.bpmn,legality,586,False,False,True,0.014,115126
process_72.bpmn,legality,587,True,True,True,0.014,117680
process_72.bpmn,legality,588,False,False,True,0.013,115126
process_72.bpmn,conformance,589,True,True,True,0.003,50178
process_72.bpmn,conformance,590,False,False,True,0.004,64853
process_72.bpmn,conformance,591,True,True,True,0.003,59239
process_72.bpmn,conformance,592,False,False,True,0.004,65615
process_73.bpmn,legality,185,True,True,True,0.017,116663
process_73.bpmn,legality,186,False,False,True,0.015,115125
process_73.bpmn,legality,187,True,False,False,0.018,119779
process_73.bpmn,legality,188,False,False,True,0.013,115125
process_73.bpmn,conformance,189,True,True,True,0.005,103262
process_73.bpmn,conformance,190,False,False,True,0.004,97875
process_73.bpmn,conformance,191,True,False,False,0.001,100
process_73.bpmn,conformance,192,False,False,True,0.005,101109
process_74.bpmn,legality,721,True,True,True,0.015,115818
process_74.bpmn,legality,722,False,True,False,0.013,115403
process_74.bpmn,legality,723,True,False,False,0.017,116041
process_74.bpmn,legality,724,False,False,True,0.015,116041
process_74.bpmn,conformance,725,True,True,True,0.003,36300
process_74.bpmn,conformance,726,False,False,True,0.003,33458
process_74.bpmn,conformance,727,True,False,False,0.014,447308
process_74.bpmn,conformance,728,False,False,True,0.016,445937
process_8.bpmn,legality,521,True,True,True,0.01,87307
process_8.bpmn,legality,522,False,False,True,0.016,115193
process_8.bpmn,legality,523,True,True,True,0.008,87305
process_8.bpmn,legality,524,False,False,True,0.009,87819
process_8.bpmn,conformance,525,True,True,True,0.302,100
process_8.bpmn,conformance,526,False,False,True,0.009,211170
process_8.bpmn,conformance,527,True,True,True,0.001,319495
process_8.bpmn,conformance,528,False,False,True,0.001,100
process_75.bpmn,legality,761,True,True,True,0.015,115369
process_75.bpmn,legality,762,False,False,True,0.016,115193
process_75.bpmn,legality,763,True,True,True,0.012,114994
process_75.bpmn,legality,764,False,False,True,0.012,115193
process_75.bpmn,conformance,765,True,False,False,0.007,134351
process_75.bpmn,conformance,766,False,False,True,0.002,34204
process_75.bpmn,conformance,767,True,True,True,0.006,136955
process_75.bpmn,conformance,768,False,False,True,0.004,87639
process_76.bpmn,legality,553,True,True,True,0.014,115398
process_76.bpmn,legality,554,False,False,True,0.015,115128
process_76.bpmn,legality,555,True,True,True,0.015,117068
process_76.bpmn,legality,556,False,False,True,0.015,115123
process_76.bpmn,conformance,557,True,True,True,0.003,45108
process_76.bpmn,conformance,558,False,False,True,0.002,45108
process_76.bpmn,conformance,559,True,True,True,0.002,45836
process_76.bpmn,conformance,560,False,False,True,0.002,45836
process_77.bpmn,legality,145,True,True,True,0.015,114992
process_77.bpmn,legality,146,False,True,False,0.014,114992
process_77.bpmn,legality,147,True,True,True,0.015,114992
process_77.bpmn,legality,148,False,False,True,0.013,114992
process_77.bpmn,conformance,149,True,True,True,0.002,30413
process_77.bpmn,conformance,150,False,False,True,0.002,30413
process_77.bpmn,conformance,151,True,True,True,0.002,30413
process_77.bpmn,conformance,152,False,True,False,0.002,30413
process_78.bpmn,legality,353,True,True,True,0.013,115839
process_78.bpmn,legality,354,False,False,True,0.014,115126
process_78.bpmn,legality,355,True,False,False,0.014,115976
process_78.bpmn,legality,356,False,False,True,0.014,115126
process_78.bpmn,conformance,357,True,True,True,0.002,36981
process_78.bpmn,conformance,358,False,False,True,0.003,64853
process_78.bpmn,conformance,359,True,True,True,0.024,697889
process_78.bpmn,conformance,360,False,False,True,0.003,65615
process_79.bpmn,legality,441,True,True,True,0.014,114992
process_79.bpmn,legality,442,False,False,True,0.013,115927
process_79.bpmn,legality,443,True,False,False,0.013,116154
process_79.bpmn,legality,444,False,True,False,0.012,114992
process_79.bpmn,conformance,445,True,True,True,0.003,42655
process_79.bpmn,conformance,446,False,False,True,0.004,67383
process_79.bpmn,conformance,447,True,True,True,0.002,32620
process_79.bpmn,conformance,448,False,False,True,0.004,68328
process_80.bpmn,legality,193,True,True,True,0.015,115813
process_80.bpmn,legality,194,False,False,True,0.013,115124
process_80.bpmn,legality,195,True,True,True,0.012,115968
process_80.bpmn,legality,196,False,False,True,0.012,115124
process_80.bpmn,conformance,197,True,True,True,0.002,35900
process_80.bpmn,conformance,198,False,False,True,0.004,64279
process_80.bpmn,conformance,199,True,True,True,0.049,1488112
process_80.bpmn,conformance,200,False,False,True,0.004,65549
process_81.bpmn,legality,513,True,True,True,0.024,116069
process_81.bpmn,legality,514,False,False,True,0.031,114931
process_81.bpmn,legality,515,True,True,True,0.028,115352
process_81.bpmn,legality,516,False,False,True,0.03,116271
process_81.bpmn,conformance,517,True,True,True,0.151,100
process_81.bpmn,conformance,518,False,False,True,0.021,154343
process_81.bpmn,conformance,519,True,True,True,0.364,1115051
process_81.bpmn,conformance,520,False,False,True,0.034,40164
process_82.bpmn,legality,649,True,True,True,0.014,115837
process_82.bpmn,legality,650,False,False,True,0.017,115124
process_82.bpmn,legality,651,True,True,True,0.015,117626
process_82.bpmn,legality,652,False,False,True,0.013,115124
process_82.bpmn,conformance,653,True,True,True,0.002,38452
process_82.bpmn,conformance,654,False,False,True,0.003,67383
process_82.bpmn,conformance,655,True,False,False,0.089,3305392
process_82.bpmn,conformance,656,False,False,True,0.003,67923
process_9.bpmn,legality,473,True,True,True,0.013,115897
process_9.bpmn,legality,474,False,False,True,0.012,114996
process_9.bpmn,legality,475,True,True,True,0.014,115929
process_9.bpmn,legality,476,False,False,True,0.014,115195
process_9.bpmn,conformance,477,True,True,True,0.02,693415
process_9.bpmn,conformance,478,False,False,True,0.029,113307
process_9.bpmn,conformance,479,True,True,True,0.02,703255
process_9.bpmn,conformance,480,False,False,True,0.006,104175
process_83.bpmn,legality,17,True,True,True,0.013,115871
process_83.bpmn,legality,18,False,True,False,0.013,115851
process_83.bpmn,legality,19,True,True,True,0.015,117308
process_83.bpmn,legality,20,False,False,True,0.014,117290
process_83.bpmn,conformance,21,True,True,True,0.002,42871
process_83.bpmn,conformance,22,False,False,True,0.003,72433
process_83.bpmn,conformance,23,True,True,True,0.008,269144
process_83.bpmn,conformance,24,False,False,True,0.003,73339
process_84.bpmn,legality,505,True,True,True,0.014,114992
process_84.bpmn,legality,506,False,False,True,0.014,115125
process_84.bpmn,legality,507,True,True,True,0.014,117685
process_84.bpmn,legality,508,False,False,True,0.015,115125
process_84.bpmn,conformance,509,True,True,True,0.003,44830
process_84.bpmn,conformance,510,False,False,True,0.004,72587
process_84.bpmn,conformance,511,True,True,True,0.003,40732
process_84.bpmn,conformance,512,False,False,True,0.004,73795
process_85.bpmn,legality,465,True,True,True,0.014,115840
process_85.bpmn,legality,466,False,False,True,0.014,115125
process_85.bpmn,legality,467,True,True,True,0.014,116424
process_85.bpmn,legality,468,False,False,True,0.013,115125
process_85.bpmn,conformance,469,True,True,True,0.003,38182
process_85.bpmn,conformance,470,False,False,True,0.003,67381
process_85.bpmn,conformance,471,True,True,True,0.031,895679
process_85.bpmn,conformance,472,False,False,True,0.003,68191
process_86.bpmn,legality,673,True,True,True,0.014,115429
process_86.bpmn,legality,674,False,False,True,0.014,115193
process_86.bpmn,legality,675,True,True,True,0.013,116454
process_86.bpmn,legality,676,False,False,True,0.012,115193
process_86.bpmn,conformance,677,True,True,True,0.003,35415
process_86.bpmn,conformance,678,False,False,True,0.004,93026
process_86.bpmn,conformance,679,True,True,True,0.004,101045
process_86.bpmn,conformance,680,False,False,True,0.004,93694
process_87.bpmn,legality,601,True,True,True,0.013,115850
process_87.bpmn,legality,602,False,False,True,0.014,115131
process_87.bpmn,legality,603,True,False,False,0.013,117673
process_87.bpmn,legality,604,False,False,True,0.013,115131
process_87.bpmn,conformance,605,True,False,False,0.003,52023
process_87.bpmn,conformance,606,False,False,True,0.003,51327
process_87.bpmn,conformance,607,True,True,True,0.003,52719
process_87.bpmn,conformance,608,False,False,True,0.003,52951
process_88.bpmn,legality,537,True,True,True,0.013,115818
process_88.bpmn,legality,538,False,False,True,0.012,115125
process_88.bpmn,legality,539,True,True,True,0.014,117718
process_88.bpmn,legality,540,False,False,True,0.012,115125
process_88.bpmn,conformance,541,True,True,True,0.002,45306
process_88.bpmn,conformance,542,False,False,True,0.003,75055
process_88.bpmn,conformance,543,True,True,True,0.004,74955
process_88.bpmn,conformance,544,False,False,True,0.003,76327
process_89.bpmn,legality,41,True,True,True,0.014,115996
process_89.bpmn,legality,42,False,False,True,0.014,115191
process_89.bpmn,legality,43,True,True,True,0.016,117464
process_89.bpmn,legality,44,False,False,True,0.013,115191
process_89.bpmn,conformance,45,True,True,True,0.002,46707
process_89.bpmn,conformance,46,False,False,True,0.003,46899
process_89.bpmn,conformance,47,True,True,True,0.003,47475
process_89.bpmn,conformance,48,False,False,True,0.003,47283
process_90.bpmn,legality,689,True,True,True,0.014,115820
process_90.bpmn,legality,690,False,False,True,0.012,115124
process_90.bpmn,legality,691,True,True,True,0.013,117118
process_90.bpmn,legality,692,False,False,True,0.012,115124
process_90.bpmn,conformance,693,True,True,True,0.003,49898
process_90.bpmn,conformance,694,False,False,True,0.003,70057
process_90.bpmn,conformance,695,True,True,True,0.004,83215
process_90.bpmn,conformance,696,False,False,True,0.004,70915
process_91.bpmn,legality,233,True,True,True,0.014,115401
process_91.bpmn,legality,234,False,False,True,0.014,115144
process_91.bpmn,legality,235,True,True,True,0.011,88653
process_91.bpmn,legality,236,False,False,True,0.012,115144
process_91.bpmn,conformance,237,True,True,True,0.002,38847
process_91.bpmn,conformance,238,False,False,True,0.003,62481
process_91.bpmn,conformance,239,True,True,True,0.001,100
process_91.bpmn,conformance,240,False,False,True,0.003,63195
process_92.bpmn,legality,737,True,True,True,0.026,118984
process_92.bpmn,legality,738,False,False,True,0.029,115971
process_92.bpmn,legality,739,True,True,True,0.016,116923
process_92.bpmn,legality,740,False,False,True,0.028,114150
process_92.bpmn,conformance,741,True,True,True,0.001,1198290
process_92.bpmn,conformance,742,False,False,True,0.031,100
process_92.bpmn,conformance,743,True,False,False,0.001,5312826
process_92.bpmn,conformance,744,False,False,True,0.004,39334
